Hour of day,Net sales,Total orders,Total guests
6,50.04,7,7
7,181.63,21,21
8,423.06,34,38
9,550.08,28,44
10,336.11,22,30
11,558.39,27,39
12,431.26,20,29
13,459.98,17,28
14,258.72,12,20
15,152.63,6,10
16,290.36,9,13
17,739.57,17,35
18,618.58,17,37
19,786.95,12,43
20,225.84,8,14
21,7.99,1,1
