Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2949.73,166,17.77,166,19.23,166,17.77,12.58
Table Service,4192.44,299,14.02,131,34.64,101,41.51,48.98
Total,7142.17,465,15.36,297,26.03,267,26.75,26.35
