Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,94,2586.59,44.7,2631.29,213.06
Drive Thru,192,2150.52,2.23,2152.75,177.11
Take Out,24,296.96,3.6,300.56,24.46
Total,310,5034.07,50.53,5084.60,414.63
