Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1484.0,5034.07,50.53,0.0,5084.6,414.63
Total,1484.0,5034.07,50.53,0.0,5084.6,414.63
