Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,104,1365.96,40.39,0.0,1406.35,112.46
Lunch,116,2102.16,6.82,0.0,2108.98,173.13
Dinner,45,1152.44,2.11,0.0,1154.55,94.9
No Service,45,413.51,1.21,0.0,414.72,34.14
Total,310,5034.07,50.53,0.0,5084.60,414.63
