Hour of day,Net sales,Total orders,Total guests
16,179.68,9,13
7,282.0,32,33
20,231.71,5,17
13,382.14,21,27
18,275.23,10,18
8,326.84,33,36
14,264.08,15,24
11,461.4,28,32
19,145.64,8,13
10,510.22,35,46
12,743.56,38,56
15,250.98,14,19
6,131.51,13,13
17,320.18,13,19
9,528.9,36,48
