Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2565.89,224,11.45,224,12.40,224,11.45,10.24
Table Service,2468.18,190,12.99,100,26.71,86,28.70,37.99
Total,5034.07,414,12.16,324,16.82,310,16.24,17.94
