Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,63,2212.1,53.82,2265.92,182.35
Drive Thru,105,1409.77,27.12,1436.89,116.34
Take Out,17,217.28,0.0,217.28,17.92
Total,185,3839.15,80.94,3920.09,316.61
