Hour of day,Net sales,Total orders,Total guests
6,22.89,4,4
7,135.89,12,13
8,345.08,24,28
9,279.8,21,26
10,489.83,24,31
11,363.14,19,31
12,396.24,16,24
13,351.08,11,16
14,300.37,8,19
15,36.81,5,5
16,133.47,7,10
17,252.06,9,12
18,260.13,10,14
19,339.69,8,18
20,132.67,7,10
