Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,97,2701.88,94.1,2795.98,222.58
Drive Thru,198,2541.29,8.76,2550.05,209.47
Take Out,37,720.92,0.0,720.92,59.51
Total,332,5964.09,102.86,6066.95,491.56
