Hour of day,Net sales,Total orders,Total guests
8,757.85,43,50
6,141.81,16,17
12,540.11,28,40
18,191.78,10,15
13,449.82,28,34
20,155.47,7,9
11,734.43,35,49
10,694.52,36,60
21,18.98,1,1
19,213.11,8,12
9,545.69,42,51
14,388.95,16,25
7,419.35,31,31
15,157.8,9,11
16,406.18,16,23
17,148.24,6,8
