Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3306.61,241,13.72,239,14.98,238,13.89,12.65
Table Service,2657.48,195,13.63,102,28.20,94,28.27,47.54
Total,5964.09,436,13.68,341,18.93,332,17.96,22.53
