Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1653.0,5964.09,98.87,0.0,6062.96,491.56
No Revenue Center,2.0,0.0,3.99,0.0,3.99,0.0
Total,1655.0,5964.09,102.86,0.0,6066.95,491.56
