Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1636.0,5441.59,31.47,0.0,5473.06,448.33
Total,1636.0,5441.59,31.47,0.0,5473.06,448.33
