Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2595.44,204,12.72,204,13.77,204,12.72,8.12
Table Service,2846.15,228,12.48,108,28.52,99,28.75,40.92
Total,5441.59,432,12.60,312,18.88,303,17.96,18.83
