Hour of day,Net sales,Total orders,Total guests
17,281.87,11,18
19,214.13,9,13
20,178.32,8,13
8,331.49,30,34
10,765.96,41,59
13,460.31,20,34
12,634.73,29,50
14,182.87,14,17
6,163.02,12,13
16,228.82,12,16
15,112.83,4,7
18,320.26,12,24
9,476.43,39,53
7,462.43,27,27
11,628.12,35,54
