Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,99,2846.15,17.66,2863.81,234.43
Drive Thru,184,2098.44,9.75,2108.19,172.93
Take Out,20,497.0,4.06,501.06,40.97
Total,303,5441.59,31.47,5473.06,448.33
