Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,866.0,3867.5,84.52,0.0,3952.02,318.82
NA Beverage,236.0,757.4,1.17,0.0,758.57,62.41
Liquor,19.0,162.89,2.92,0.0,165.81,13.4
Draft Beer,4.0,17.76,0.0,0.0,17.76,1.47
Total,1125.0,4805.55,88.61,0.0,4894.16,396.10
