Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,36,496.72,13.0,0.0,37.87,0.0,0.0,13.00,509.72,2.8
Credit/debit,,198,4704.93,561.81,0.0,358.23,0.0,0.0,561.81,5266.74,12.9
Credit/debit,AMEX,4,142.49,29.0,0.0,10.81,0.0,0.0,29.00,171.49,22.0
Credit/debit,DISCOVER,3,90.85,11.0,0.0,6.93,0.0,0.0,11.00,101.85,12.1
Credit/debit,MASTERCARD,76,1577.18,166.99,0.0,120.08,0.0,0.0,166.99,1744.17,11.5
Credit/debit,VISA,115,2894.41,354.82,0.0,220.41,0.0,0.0,354.82,3249.23,13.2
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,234,5201.65,574.81,0.0,396.10,0.0,0.0,574.81,5776.46,11.9
