Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1106.0,4634.17,82.58,0.0,4716.75,382.12
NA Beverage,410.0,950.79,16.32,0.0,967.11,78.03
Liquor,15.0,101.86,0.0,0.0,101.86,8.41
Draft Beer,3.0,32.97,0.0,0.0,32.97,2.73
Total,1534.0,5719.79,98.90,0.0,5818.69,471.29
