Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2381.37,197,12.09,201,12.82,197,12.09,9.57
Table Service,3338.42,266,12.55,144,25.09,119,28.05,43.17
Total,5719.79,463,12.35,345,17.95,316,18.10,22.22
