Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,92,1417.0,0.0,0.0,1417.0,116.86
Lunch,122,2288.28,74.03,0.0,2362.31,188.42
Dinner,54,1425.12,24.37,0.0,1449.49,117.4
No Service,48,589.39,0.5,0.0,589.89,48.61
Total,316,5719.79,98.90,0.0,5818.69,471.29
