Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1723.66,129,13.36,127,14.69,129,13.36,8.28
Table Service,1577.45,140,11.27,59,28.94,57,27.67,43.03
Total,3301.11,269,12.27,186,19.21,186,17.75,18.93
