Hour of day,Net sales,Total orders,Total guests
6,183.17,15,16
7,404.66,34,38
8,688.31,48,63
9,743.83,44,61
10,741.89,39,58
11,925.34,46,75
12,474.68,27,39
13,640.33,29,43
14,238.93,14,18
15,221.22,12,19
16,252.99,12,17
17,552.98,17,30
18,773.06,22,44
19,397.95,12,24
20,327.68,11,24
21,243.21,7,14
