Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3217.94,241,13.35,245,14.22,241,13.35,10.21
Table Service,4592.29,342,13.43,172,28.90,148,31.03,47.47
Total,7810.23,583,13.40,417,20.27,389,20.08,24.39
