Hour of day,Net sales,Total orders,Total guests
6,75.76,6,7
18,310.62,10,17
8,260.81,25,29
16,106.6,5,6
20,16.88,2,2
13,179.54,10,12
10,343.0,21,29
19,194.57,9,10
14,156.5,8,10
17,168.9,6,8
9,447.1,26,37
15,124.98,8,9
7,66.2,8,9
11,443.66,19,27
12,280.66,15,23
