Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,56,1447.16,47.02,1494.18,119.39
Drive Thru,116,1617.22,35.17,1652.39,133.35
Take Out,6,111.4,0.0,111.4,9.19
Total,178,3175.78,82.19,3257.97,261.93
