Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,1788.56,127,14.08,129,15.01,127,14.08,11.41
Table Service,1387.22,108,12.84,54,27.81,51,27.20,39.29
Total,3175.78,235,13.51,183,18.79,178,17.84,19.39
