Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,663.0,2623.43,77.77,0.0,2701.2,216.4
NA Beverage,160.0,503.03,4.42,0.0,507.45,41.48
Liquor,6.0,41.94,0.0,0.0,41.94,3.45
Draft Beer,2.0,7.38,0.0,0.0,7.38,0.6
Total,831.0,3175.78,82.19,0.0,3257.97,261.93
