Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2696.71,217,12.43,220,13.27,217,12.43,11.39
Table Service,2637.15,197,13.39,118,24.19,100,26.37,43.19
Total,5333.86,414,12.88,338,17.08,317,16.83,21.42
