Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1436.0,5333.86,50.03,0.0,5383.89,439.6
No Revenue Center,1.0,0.0,5.15,0.0,5.15,0.0
Total,1437.0,5333.86,55.18,0.0,5389.04,439.6
