Hour of day,Net sales,Total orders,Total guests
6,117.49,11,11
18,284.31,14,18
8,313.61,28,34
16,263.03,16,20
20,47.93,4,4
13,439.5,21,33
10,450.91,32,40
19,309.32,10,17
14,284.15,16,22
17,304.14,13,18
9,621.3,38,49
15,208.42,11,15
7,289.05,27,31
11,815.7,44,56
12,585.0,32,46
