Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,1613.0,5729.66,37.04,0.0,5766.7,472.07
Total,1613.0,5729.66,37.04,0.0,5766.7,472.07
