Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2492.68,209,11.93,207,13.03,209,11.93,13.67
Table Service,3236.98,248,13.05,121,28.96,108,29.97,41.11
Total,5729.66,457,12.54,328,18.91,317,18.07,23.02
