Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,785.0,2554.72,0.0,0.0,2554.72,210.36
Drive Thru,339.0,1070.76,7.16,0.0,1077.92,88.2
Total,1124.0,3625.48,7.16,0.0,3632.64,298.56
