Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,2220.0,7406.07,55.75,0.0,7461.82,610.47
Total,2220.0,7406.07,55.75,0.0,7461.82,610.47
