Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2639.86,178,14.83,178,16.05,178,14.83,17.35
Table Service,4766.21,375,12.71,150,34.39,131,36.38,41.23
Total,7406.07,553,13.39,328,24.44,309,23.97,27.47
