Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1690.0,6937.68,134.48,0.0,7072.16,572.14
NA Beverage,534.0,1185.54,0.0,0.0,1185.54,97.42
Liquor,30.0,203.27,0.0,0.0,203.27,16.78
Bottled Beer,4.0,15.96,0.0,0.0,15.96,1.32
Draft Beer,3.0,32.97,0.0,0.0,32.97,2.73
Total,2261.0,8375.42,134.48,0.0,8509.90,690.39
