Payment Id,Check Id,Check #,Table,Payment Type,Server,Cashier,Tip,Amount,Cash Drawer,Date,Opened Date
800000029746309273,800000029746309727,1,,CREDIT,Norma,Norma,2.00,11.44,,9/19/25 6:36 AM,9/19/25 6:36 AM
800000029746337929,800000029746338243,2,,CREDIT,Norma,Norma,1.00,15.39,,9/19/25 6:39 AM,9/19/25 6:39 AM
800000029746340126,800000029746331008,3,,CREDIT,Candy ,Candy ,0.00,17.92,,9/19/25 6:39 AM,9/19/25 6:38 AM
800000029746395311,800000029746330748,4,,CASH,Candy ,Candy ,0.00,4.31,Drive Box,9/19/25 6:44 AM,9/19/25 6:38 AM
800000029746414890,800000029746414872,12,,CREDIT,Norma,Norma,0.00,12.40,,9/19/25 6:46 AM,9/19/25 6:46 AM
800000029746418066,800000029746336223,5,,CREDIT,Candy ,Candy ,2.00,36.30,,9/19/25 6:46 AM,9/19/25 6:38 AM
800000029746450596,800000029746363703,7,,CREDIT,Candy ,Candy ,5.00,22.21,,9/19/25 6:49 AM,9/19/25 6:41 AM
800000029746484399,800000029746368238,9,,CREDIT,Candy ,Candy ,1.00,7.55,,9/19/25 6:52 AM,9/19/25 6:42 AM
800000029746499221,800000029746401214,10,,CREDIT,Candy ,Candy ,0.00,22.68,,9/19/25 6:54 AM,9/19/25 6:45 AM
800000029746515102,800000029746420942,13,,CREDIT,Candy ,Candy ,0.00,9.40,,9/19/25 6:55 AM,9/19/25 6:47 AM
800000029746532163,800000029746465640,14,,CASH,Candy ,Candy ,0.00,7.33,Drive Box,9/19/25 6:56 AM,9/19/25 6:51 AM
800000029746569141,800000029746498310,17,,CREDIT,Candy ,Candy ,2.00,11.87,,9/19/25 6:59 AM,9/19/25 6:53 AM
800000029746579557,800000029746503185,18,,CREDIT,Candy ,Candy ,0.00,9.71,,9/19/25 7:00 AM,9/19/25 6:54 AM
800000029746597327,800000029746522421,19,,CREDIT,Candy ,Candy ,0.00,21.54,,9/19/25 7:01 AM,9/19/25 6:56 AM
800000029746642564,800000029746479501,15,,CREDIT,Norma,Norma,0.00,23.80,,9/19/25 7:04 AM,9/19/25 6:52 AM
800000029746681384,800000029746530837,20,,CREDIT,Candy ,Candy ,3.96,48.04,,9/19/25 7:07 AM,9/19/25 6:56 AM
800000029746766896,800000029746766230,25,,CREDIT,Norma,Norma,2.00,4.75,,9/19/25 7:12 AM,9/19/25 7:12 AM
800000029746769349,800000029746622512,21,,CASH,Candy ,Candy ,0.00,4.31,Drive Box,9/19/25 7:12 AM,9/19/25 7:03 AM
