Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,107,2106.83,0.0,5.84,160.38,0.0,0.0,0.00,2112.67,0.3
Credit/debit,,314,6958.98,778.45,63.09,530.01,0.0,0.0,778.45,7800.52,13.1
Credit/debit,AMEX,5,160.22,1.0,0.0,12.18,0.0,0.0,1.00,161.22,0.6
Credit/debit,DISCOVER,3,61.08,9.0,0.0,4.66,0.0,0.0,9.00,70.08,16.0
Credit/debit,MASTERCARD,112,2471.23,266.17,6.47,188.25,0.0,0.0,266.17,2743.87,11.9
Credit/debit,VISA,194,4266.45,502.28,56.62,324.92,0.0,0.0,502.28,4825.35,14.2
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,421,9065.81,778.45,68.93,690.39,0.0,0.0,778.45,9913.19,10.1
