Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,125,2474.38,80.15,0.0,2554.53,204.18
Lunch,116,3250.72,39.86,0.0,3290.58,268.19
Dinner,42,1688.32,1.15,0.0,1689.47,139.07
No Service,15,243.33,0.7,0.0,244.03,20.1
Total,298,7656.75,121.86,0.0,7778.61,631.54
