Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,3303.82,185,17.86,186,19.23,185,17.86,16.35
Table Service,4352.93,295,14.76,119,39.60,113,38.52,55.51
Total,7656.75,480,15.95,305,27.17,298,25.69,31.20
