Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1558.0,6048.41,173.47,0.0,6221.88,498.95
NA Beverage,428.0,1126.74,8.89,0.0,1135.63,93.04
Liquor,5.0,47.95,0.0,0.0,47.95,3.95
Draft Beer,7.0,32.83,0.0,0.0,32.83,2.73
Total,1998.0,7255.93,182.36,0.0,7438.29,598.67
