Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,879.0,4434.41,60.14,0.0,4494.55,365.71
NA Beverage,285.0,890.38,3.53,0.0,893.91,73.43
Liquor,38.0,309.14,0.0,0.0,309.14,25.48
Draft Beer,11.0,48.65,0.94,0.0,49.59,4.02
Total,1213.0,5682.58,64.61,0.0,5747.19,468.64
