Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,86,3291.16,48.15,3339.31,271.3
Drive Thru,139,1899.42,16.46,1915.88,156.74
Take Out,24,492.0,0.0,492.0,40.6
Total,249,5682.58,64.61,5747.19,468.64
