Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2386.28,166,14.38,167,15.47,166,14.38,10.66
Table Service,3296.3,214,15.40,97,36.78,83,39.71,48.04
Total,5682.58,380,14.95,264,23.30,249,22.82,23.12
