Hour of day,Net sales,Total orders,Total guests
10,454.72,34,43
11,672.03,35,50
20,103.75,6,10
12,596.46,26,39
14,268.88,16,20
17,258.19,12,17
16,259.43,8,19
6,106.23,10,10
18,378.48,15,23
15,110.05,8,9
9,517.76,37,52
7,216.47,25,26
19,126.82,7,9
8,566.43,43,55
13,356.02,18,25
