Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2327.46,192,12.12,190,13.26,192,12.12,9.08
Table Service,2664.26,215,12.39,117,24.65,108,24.67,44.41
Total,4991.72,407,12.26,307,17.60,300,16.64,21.80
