Service mode,Net sales,Total guests,Avg/Guest,Total payments,Avg/Payment,Total orders,Avg/Order,Turn time (minutes)
Quick Service,2535.26,231,10.98,237,11.58,228,11.12,6.86
Table Service,985.34,78,12.63,49,21.77,46,21.42,34.42
Total,3520.60,309,11.39,286,13.32,274,12.85,11.48
