Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,48,990.34,13.11,1003.45,81.66
Drive Thru,176,1901.61,0.0,1901.61,156.67
Take Out,50,628.65,0.0,628.65,51.74
Total,274,3520.60,13.11,3533.71,290.07
