Hour of day,Net sales,Total orders,Total guests
5,66.92,2,2
6,229.63,25,26
7,292.75,34,37
8,300.02,34,38
9,414.22,35,39
10,351.92,23,26
11,294.42,25,26
12,360.22,25,28
13,219.96,15,18
14,227.35,15,17
15,267.24,11,18
16,144.81,11,11
17,163.31,8,10
18,142.94,9,10
19,44.89,2,3
