Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,674.0,2410.89,13.11,0,2424.0,198.63
Drive Thru,337.0,1109.71,0.0,0,1109.71,91.44
Total,1011.0,3520.60,13.11,0,3533.71,290.07
