Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,113,2967.71,61.46,3029.17,244.48
Drive Thru,161,1851.46,10.72,1862.18,152.5
Take Out,34,688.25,7.23,695.48,56.75
Total,308,5507.42,79.41,5586.83,453.73
