Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1244.0,4622.37,79.41,0.0,4701.78,381.05
NA Beverage,427.0,861.09,0.0,0.0,861.09,70.7
Liquor,4.0,23.96,0.0,0.0,23.96,1.98
Total,1675.0,5507.42,79.41,0.0,5586.83,453.73
