Revenue center,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Dining Room,611.0,2075.88,11.01,0.0,2086.89,170.99
Drive Thru,361.0,1200.0,0.0,0.0,1200.0,98.77
Total,972.0,3275.88,11.01,0.0,3286.89,269.76
