Hour of day,Net sales,Total orders,Total guests
16,100.08,10,10
18,159.39,10,11
17,262.08,16,19
13,178.72,9,10
9,333.58,30,36
12,250.0,19,26
10,181.89,14,17
7,318.67,34,35
6,339.25,34,38
14,132.89,7,8
8,387.89,40,43
19,136.96,8,8
11,385.77,26,32
15,108.71,8,9
