Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,45,913.8,11.01,924.81,75.34
Uber Eats - Takeout,1,9.42,0.0,9.42,0.77
Drive Thru,192,1934.39,0.0,1934.39,159.2
Take Out,27,418.27,0.0,418.27,34.45
Total,265,3275.88,11.01,3286.89,269.76
