Hour of day,Net sales,Total orders,Total guests
10,1015.11,41,59
8,345.25,25,29
14,95.35,8,9
11,1318.55,53,84
12,920.65,35,56
9,668.73,36,41
7,5.97,1,1
13,580.74,22,28
