Dining option,Orders,Net sales,Discount amount,Gross sales,Tax amount
Dine In,166,5829.32,21.51,5850.83,480.18
Drive Thru,207,3392.46,8.72,3401.18,279.51
Take Out,35,685.74,12.0,697.74,56.52
Total,408,9907.52,42.23,9949.75,816.21
