Hour of day,Net sales,Total orders,Total guests
11,1498.98,63,109
16,273.01,11,19
14,303.88,16,21
15,373.41,14,18
8,681.55,40,49
18,275.18,10,37
10,1535.97,66,120
12,1255.54,45,82
7,240.83,11,13
19,344.12,11,18
9,1287.75,59,88
21,13.99,1,1
20,75.22,3,4
6,75.6,8,8
17,482.68,13,30
13,1189.81,37,81
