Hour of day,Net sales,Total orders,Total guests
10,1248.44,52,85
8,417.36,24,32
12,957.66,35,60
9,1075.45,46,69
13,818.81,19,52
14,236.4,10,13
11,1671.89,56,103
7,20.72,2,3
