Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1335.0,5391.32,96.2,0.0,5487.52,444.9
NA Beverage,326.0,955.45,1.42,0.0,956.87,78.79
Liquor,11.0,86.89,0.0,0.0,86.89,7.16
Draft Beer,3.0,13.07,0.0,0.0,13.07,1.08
Total,1675.0,6446.73,97.62,0.0,6544.35,531.93
