Service / day part,Orders,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Breakfast,64,894.41,17.79,0.0,912.2,73.82
Lunch,55,1274.74,7.51,0.0,1282.25,105.13
Dinner,32,781.77,21.79,0.0,803.56,64.5
No Service,19,148.87,12.75,0.0,161.62,12.32
Total,170,3099.79,59.84,0.0,3159.63,255.77
