Sales category,Items,Net sales,Discount amount,Refund amount,Gross sales,Tax amount
Food,1260.0,4393.83,6.96,0.0,4400.79,362.32
NA Beverage,355.0,844.14,0.0,0.0,844.14,69.51
Total,1615.0,5237.97,6.96,0.0,5244.93,431.83
